49.0,889.0,388.0,1.0
30.0,-559.0,98.0,1.0
38.0,1147.0,249.0,1.0
41.0,666.0,253.0,1.0
31.0,132.0,148.0,1.0
34.0,4348.0,373.0,0.0
57.0,254.0,676.0,0.0
41.0,1536.0,54.0,1.0
56.0,15520.0,420.0,1.0
32.0,604.0,95.0,0.0
33.0,9449.0,428.0,0.0
38.0,1852.0,298.0,1.0
37.0,6101.0,60.0,0.0
37.0,-244.0,178.0,0.0
34.0,464.0,173.0,0.0
59.0,5314.0,200.0,1.0
45.0,2087.0,29.0,0.0
35.0,470.0,743.0,0.0
36.0,198.0,400.0,1.0
29.0,555.0,133.0,0.0
35.0,93.0,198.0,1.0
38.0,0.0,247.0,0.0
30.0,1372.0,240.0,0.0
54.0,0.0,220.0,1.0
53.0,25.0,528.0,1.0
44.0,5181.0,18.0,1.0
30.0,931.0,1183.0,1.0
42.0,1022.0,146.0,0.0
49.0,2465.0,157.0,1.0
36.0,2806.0,358.0,0.0
20.0,291.0,172.0,0.0
41.0,49.0,312.0,1.0
38.0,2253.0,937.0,0.0
48.0,340.0,255.0,1.0
60.0,231.0,57.0,1.0
42.0,30.0,98.0,0.0
34.0,60.0,274.0,0.0
29.0,877.0,166.0,1.0
30.0,-522.0,670.0,0.0
26.0,856.0,95.0,0.0
41.0,231.0,352.0,1.0
31.0,-449.0,81.0,0.0
26.0,321.0,242.0,0.0
33.0,2155.0,295.0,0.0
31.0,391.0,336.0,0.0
51.0,1612.0,384.0,1.0
45.0,706.0,78.0,1.0
38.0,15.0,121.0,1.0
38.0,-314.0,66.0,1.0
34.0,-72.0,273.0,0.0
38.0,6728.0,232.0,1.0
51.0,2662.0,148.0,1.0
54.0,2059.0,177.0,1.0
27.0,259.0,78.0,0.0
35.0,980.0,428.0,1.0
61.0,1060.0,118.0,1.0
27.0,802.0,569.0,1.0
42.0,10907.0,74.0,0.0
33.0,4789.0,220.0,1.0
24.0,3298.0,227.0,0.0
46.0,1008.0,24.0,1.0
50.0,2320.0,310.0,1.0
35.0,2658.0,768.0,0.0
34.0,318.0,133.0,0.0
41.0,-41.0,154.0,0.0
32.0,253.0,257.0,1.0
32.0,3616.0,165.0,0.0
26.0,396.0,302.0,0.0
25.0,1116.0,170.0,0.0
63.0,415.0,323.0,1.0
40.0,0.0,271.0,1.0
39.0,1161.0,236.0,1.0
42.0,96.0,238.0,1.0
57.0,589.0,223.0,1.0
31.0,1166.0,207.0,0.0
38.0,0.0,71.0,0.0
39.0,1190.0,136.0,0.0
32.0,1583.0,100.0,0.0
36.0,9149.0,141.0,0.0
57.0,295.0,151.0,1.0
50.0,395.0,419.0,1.0
