12.0285169,27.72944756,0
13.98659578,27.13396478,0
13.38925913,28.08643259,1
13.02169686,28.54151955,0
13.79720537,26.89087672,0
14.07336946,28.5003782,0
14.42856606,27.20151384,1
13.6425006,28.74052077,0
13.40429114,28.41507259,0
13.26765654,27.9249591,0
12.55952043,27.89591617,0
12.74415999,28.43800991,1
13.35716578,27.597226,0
13.30102305,28.64989734,0
13.21922285,28.77107664,0
13.33065433,27.68054347,0
13.87795071,27.52596613,0
14.46495664,27.14114788,1
12.95178008,28.5891026,1
13.52807029,27.32285219,0
12.33575261,27.36928199,1
14.73464407,27.3488252,1
13.382491,27.41344476,0
14.16445773,28.21743636,1
12.51747025,28.41453689,1
14.17379288,27.15031185,0
13.85755387,28.38464819,1
15.30770305,28.05775059,0
12.46357277,28.35717445,0
13.9285721,28.11196474,1
14.73974098,27.86762215,1
12.57278345,28.00257188,0
13.88472536,28.5372214,1
14.60353894,27.21521791,0
14.99105614,28.08774627,0
12.40559533,28.60292709,1
12.93027801,28.34862166,1
15.27676762,27.68730558,1
14.11911251,28.00665798,0
13.82066531,28.25638089,0
13.21663533,27.89348628,1
14.82246457,27.21058661,0
14.67042152,27.173441,0
13.30219192,28.95545427,0
14.17646521,28.2555957,1
15.23013638,28.18988449,0
14.40830019,27.0646911,0
14.91290657,27.05473755,1
12.36791987,28.12615056,1
12.53430036,28.18796604,1
15.26929313,27.9630254,0
13.74446208,28.76579389,0
14.79675971,27.33792765,0
15.29564083,27.94325675,1
12.30231418,27.86208293,0
14.18105471,28.1976396,0
14.16274845,28.03187753,1
12.96151167,28.69973438,1
14.9785149,27.34124522,1
13.9642931,27.82957968,0
13.17140312,28.4417386,1
13.82325831,27.11982374,0
13.49629574,28.34765775,0
14.12176247,27.65282952,0
12.71863235,28.42525497,0
13.7336032,27.008713,1
13.66345181,28.5287524,0
14.62397458,27.1016609,1
12.32929523,28.32562163,0
14.34464312,28.1339727,1
14.40898528,27.86404616,1
13.59235712,27.64579111,1
12.87144365,28.21380252,1
13.30033606,28.18558076,0
13.15748262,27.69501025,1
13.78962159,28.39071769,1
14.10462192,28.42195414,1
13.98050592,27.41568933,0
14.89720424,27.49183548,0
14.06899131,27.29310056,1
13.45051429,28.00061905,0
15.21490591,27.33136079,0
12.32392204,27.51492991,1
14.07177373,27.00293659,0
13.94822649,27.73493307,0
12.52670445,28.00679162,0
13.44513575,27.49378508,1
15.02829979,27.68944075,1
12.63809654,28.4207567,0
14.51944331,27.35528737,0
13.50372409,27.61350317,0
15.07004967,27.21422831,0
13.34336189,27.59763305,0
15.48742571,27.87295806,1
12.80682059,28.58028594,0
15.03327402,28.11628027,0
13.02230163,28.64196372,0
13.41865331,28.70989267,0
13.44110531,28.14953467,0
13.60168554,27.59366199,0
14.26225462,19.54216523,0
12.34589162,19.74822837,0
12.47199603,19.96313057,0
14.16065675,19.7034768,0
13.15200095,20.33723786,1
13.69661895,20.32272901,0
12.46732288,19.79374429,1
14.09808576,18.89142396,0
13.26728339,19.37871632,1
14.94506474,19.04515457,0
14.15380935,19.55603308,1
13.26069478,19.73056416,1
13.32157461,19.76887601,1
15.18320852,19.36339605,0
12.31706849,19.6682052,0
13.82794237,18.99181763,1
12.32673903,19.63163878,0
14.87794565,19.08252248,1
14.92210245,19.23821133,1
15.11622958,19.28366032,1
14.94808189,19.19040823,0
13.56428972,19.1524526,0
13.45457633,19.13310571,1
14.73532187,18.97223967,0
12.47316186,19.99989692,1
14.04328612,19.97319729,0
15.36604713,19.6307941,0
13.45577091,20.3360929,1
13.46744572,20.33802244,0
13.87848588,20.12807063,0
14.60031471,18.93972904,1
12.23092899,19.52070367,0
15.21422333,19.85979786,0
13.9524542,20.0726427,1
15.08562594,19.24717252,1
13.57513952,18.98818559,0
12.92336588,20.26832024,1
14.43613608,18.89180953,1
13.4648486,19.21332816,1
13.5961778,20.27501368,1
12.45349494,20.08976972,0
13.73761949,19.00010264,1
13.15092545,20.44261159,0
13.41451984,20.35419696,0
13.08711089,20.33298017,0
15.21781543,19.51853996,1
13.91913588,18.99311563,1
13.2255982,20.45180964,1
12.4944045,19.9982967,1
14.94672005,19.14533677,0
12.23965178,19.45509178,0
12.7296208,20.15285,0
15.23660215,19.52877023,0
13.27105466,19.59643022,0
14.48690673,18.88589911,0
12.5872478,20.10075907,0
12.31344476,19.70700691,0
15.27012894,19.81345264,1
12.83677218,20.22575904,1
14.14790137,19.71846035,1
12.68690277,20.22697589,0
12.19371402,19.32312144,1
14.32925256,18.85504923,0
13.45338324,19.33869045,0
13.87551222,20.10236764,0
13.61036375,20.27833446,0
14.70678746,18.93600377,0
13.2085798,19.60962868,1
12.91541155,20.31296605,1
14.07338853,18.72625408,0
13.4981952,19.29960223,1
14.53229555,18.75975576,1
14.21923155,18.87118871,1
12.24160847,19.59950077,1
13.67905761,20.23000197,0
15.2247265,19.60523418,0
13.50286522,20.29294255,0
14.68465811,19.06252285,0
13.27707414,19.61623833,1
13.71931244,19.03366663,0
12.52442348,20.14154484,1
13.25526918,19.42001929,0
13.66624556,19.08996761,1
14.0592581,18.97963277,0
14.29625916,19.66134166,1
13.92395837,18.91815941,0
12.93176842,20.29693548,0
13.95675669,20.12384127,1
14.18356694,19.59737268,1
13.00038004,20.24902984,1
13.25581157,19.51993137,0
14.162809,18.84578197,1
14.05224999,19.86923754,0
14.06950706,19.86619074,1
14.27115755,19.316115,1
15.25547718,19.61439745,0
15.14516699,19.33519097,1
13.24481342,19.71797668,1
13.96844612,19.98611414,0
14.26360783,19.50792833,1
26.58988744,5.547927262,1
26.21997437,4.970046879,0
25.65279969,5.380076393,0
26.92382621,5.116779819,1
24.85819594,6.30543952,1
25.70918688,6.495966735,0
26.3940477,5.101978773,0
27.48939781,6.050850418,1
25.4031144,6.559801241,1
25.75086765,5.550680799,1
26.52696474,5.640651523,1
25.5333652,6.547611055,1
24.69619864,6.175002113,0
26.88495432,5.027213972,1
24.38005213,5.607516933,1
25.74824501,5.173906506,0
27.4494015,5.852677205,1
27.14486828,5.150521432,0
25.24885606,6.558699523,0
25.48955413,5.980421034,1
25.17340175,6.546659263,1
24.94146099,6.361256962,1
26.30358513,6.266443584,1
27.26560074,5.480450638,1
24.74527681,5.843240378,1
25.6318674,5.91010672,0
24.60862535,5.723857897,0
24.60037956,5.569819565,0
24.45349399,5.512571605,1
25.92050625,5.122863628,1
26.49484707,5.018680575,0
26.85493756,5.18849024,1
25.49849382,5.623619476,0
25.90827514,6.358754085,0
26.42482003,5.623964108,1
25.40302105,6.567293049,1
26.28688668,6.006860792,0
26.46328634,5.618404091,0
27.5017317,5.867452407,0
26.26066901,5.089669762,0
27.45080973,5.708536769,1
26.31782354,5.964768109,0
27.10900799,5.418755316,0
24.46876841,5.541844889,1
27.19479139,5.480821931,0
24.69053353,6.003532701,1
24.54725267,6.212308903,1
27.37465298,5.441065757,0
25.90365044,6.461504329,1
25.03151239,6.539348907,1
26.41747857,6.064433906,1
25.76399281,6.412440544,0
24.74795483,6.088717752,1
25.83984237,5.176056229,0
24.45264052,5.92455224,1
24.91048494,6.354139861,0
26.25040846,6.160106676,1
27.06353905,5.307145735,1
24.72296335,5.91650952,0
27.41810726,5.546979953,1
26.93440786,5.14182671,0
25.89370243,5.113744727,0
25.22330844,6.4751994,0
26.88709209,5.161849639,1
25.57646346,5.661880724,0
25.50314141,5.821700843,0
25.83002807,6.302438842,1
26.07892379,6.182633682,0
26.42563132,5.55231827,1
26.33230299,5.144154025,1
26.68925604,5.078033765,0
26.53773534,5.164807149,0
25.55081395,5.494759033,1
26.05048547,5.059334077,0
25.65013383,6.638481848,0
27.15672961,5.305192104,0
24.98299529,6.513469306,0
25.4097975,5.956573452,0
27.51279182,5.645854077,1
25.70070386,5.569637228,1
24.3965121,5.999212021,0
27.38257721,5.987320942,1
26.37380092,4.998065468,0
26.48628421,5.056034828,0
26.23937126,5.034524662,0
26.45035963,5.82494162,1
27.49612266,5.767965038,1
26.19289437,6.267949315,0
25.60698515,6.450992835,1
25.21608269,6.364464506,0
25.47409929,5.738311734,0
25.88003847,5.322388641,1
26.41329884,6.015006052,0
26.88591172,5.105556574,1
26.1188687,6.227681052,0
25.95765164,5.204221296,0
26.0289415,6.348369844,1
25.73387314,6.526696194,0
25.53299573,5.783320285,0
24.95187481,6.317398094,0
11.08080017,8.272944337,0
10.81393827,7.713822974,1
11.40398797,8.499564017,1
12.37357281,7.256663631,1
12.15015295,8.533873317,1
13.19940616,7.202304129,1
13.17682868,7.150060303,1
13.77578673,7.648906174,1
13.72966095,7.536809014,1
12.16708278,7.481213204,0
12.09883592,8.498423633,0
12.58489688,8.110787003,1
13.59289194,7.695112636,1
13.76793954,7.687630644,0
10.96630447,7.869635255,1
11.61054632,8.607252798,0
11.98770653,7.697303232,1
12.01701821,7.749616806,0
12.76754331,7.147544228,1
13.27508706,7.199700711,0
10.82163401,7.935472137,0
12.12212675,8.674779172,0
13.80703396,7.947042108,0
12.39011584,8.51533101,1
12.74902086,7.091064071,1
13.59048694,7.552760281,1
12.52704061,8.272976347,1
12.57040325,7.17150188,0
12.83003853,7.102689714,0
10.96669216,8.122095062,1
13.61136389,7.433798581,0
12.38641615,7.205465852,1
11.44884726,8.538764247,1
11.85076152,8.544658611,0
12.25255383,8.605042185,0
