56.0,551.0,27.0,1.0
34.0,8038.0,29.0,0.0
25.0,34.0,316.0,0.0
35.0,1100.0,127.0,1.0
29.0,417.0,90.0,0.0
51.0,34.0,200.0,1.0
36.0,3343.0,307.0,0.0
48.0,810.0,383.0,1.0
33.0,0.0,53.0,0.0
29.0,178.0,231.0,1.0
34.0,1972.0,61.0,1.0
58.0,139.0,188.0,1.0
34.0,1.0,483.0,0.0
38.0,62.0,212.0,0.0
30.0,1185.0,284.0,0.0
32.0,-59.0,192.0,0.0
28.0,4579.0,409.0,0.0
26.0,455.0,240.0,0.0
34.0,340.0,633.0,0.0
38.0,0.0,82.0,1.0
34.0,544.0,58.0,1.0
52.0,424.0,143.0,1.0
50.0,2881.0,510.0,1.0
33.0,-424.0,863.0,0.0
29.0,2485.0,48.0,0.0
49.0,852.0,408.0,1.0
27.0,266.0,232.0,0.0
56.0,772.0,291.0,1.0
37.0,2442.0,91.0,0.0
39.0,0.0,13.0,0.0
41.0,2067.0,493.0,1.0
51.0,1550.0,12.0,1.0
28.0,198.0,128.0,0.0
57.0,206.0,216.0,1.0
48.0,9207.0,445.0,1.0
33.0,697.0,860.0,0.0
31.0,7744.0,377.0,1.0
29.0,2929.0,91.0,0.0
43.0,1304.0,501.0,0.0
59.0,0.0,97.0,1.0
25.0,8.0,107.0,0.0
47.0,4402.0,805.0,0.0
31.0,1626.0,356.0,0.0
59.0,345.0,38.0,1.0
33.0,82.0,63.0,1.0
59.0,-47.0,84.0,1.0
56.0,45.0,1467.0,1.0
52.0,0.0,163.0,1.0
29.0,1448.0,217.0,0.0
39.0,4722.0,483.0,1.0
33.0,-56.0,119.0,0.0
44.0,0.0,161.0,1.0
33.0,331.0,178.0,1.0
45.0,118.0,208.0,1.0
46.0,451.0,389.0,1.0
58.0,0.0,5.0,1.0
37.0,504.0,555.0,0.0
39.0,607.0,454.0,1.0
26.0,622.0,1451.0,0.0
49.0,548.0,115.0,0.0
31.0,187.0,86.0,0.0
53.0,105.0,74.0,1.0
44.0,2403.0,180.0,1.0
37.0,654.0,594.0,0.0
31.0,623.0,96.0,1.0
37.0,61.0,182.0,0.0
36.0,442.0,102.0,0.0
28.0,0.0,479.0,0.0
42.0,0.0,71.0,1.0
45.0,58.0,119.0,1.0
29.0,-105.0,5.0,0.0
46.0,334.0,36.0,0.0
43.0,291.0,150.0,1.0
47.0,5306.0,322.0,1.0
55.0,2366.0,94.0,1.0
41.0,428.0,92.0,0.0
57.0,0.0,67.0,1.0
25.0,402.0,264.0,0.0
40.0,0.0,543.0,1.0
31.0,3.0,37.0,1.0
33.0,-300.0,184.0,0.0
31.0,0.0,40.0,1.0
26.0,255.0,457.0,0.0
47.0,440.0,71.0,0.0
35.0,293.0,521.0,0.0
34.0,2646.0,142.0,0.0
30.0,901.0,601.0,0.0
49.0,92.0,221.0,1.0
44.0,13893.0,29.0,1.0
39.0,4143.0,21.0,0.0
25.0,242.0,62.0,1.0
37.0,189.0,238.0,1.0
39.0,426.0,1029.0,0.0
51.0,463.0,213.0,1.0
43.0,-1164.0,76.0,0.0
50.0,5776.0,49.0,1.0
19.0,0.0,123.0,0.0
63.0,133.0,104.0,1.0
47.0,2.0,71.0,1.0
32.0,14533.0,646.0,1.0
38.0,1663.0,217.0,1.0
34.0,846.0,758.0,0.0
37.0,435.0,210.0,0.0
30.0,2145.0,727.0,0.0
43.0,210.0,646.0,1.0
32.0,2881.0,356.0,0.0
35.0,0.0,169.0,0.0
26.0,461.0,214.0,0.0
33.0,23.0,216.0,0.0
32.0,347.0,213.0,0.0
41.0,748.0,94.0,0.0
45.0,68.0,254.0,1.0
51.0,16.0,158.0,0.0
30.0,25.0,44.0,0.0
31.0,614.0,72.0,0.0
31.0,694.0,431.0,0.0
47.0,2322.0,618.0,1.0
34.0,-72.0,273.0,0.0
32.0,45.0,908.0,0.0
31.0,4945.0,445.0,1.0
43.0,1696.0,257.0,0.0
30.0,35.0,185.0,0.0
35.0,0.0,1073.0,0.0
24.0,0.0,94.0,1.0
28.0,26.0,227.0,0.0
37.0,1175.0,102.0,0.0
28.0,80.0,676.0,0.0
25.0,2506.0,485.0,0.0
50.0,148.0,198.0,0.0
55.0,23.0,143.0,1.0
33.0,920.0,58.0,0.0
64.0,43.0,117.0,1.0
25.0,468.0,147.0,0.0
48.0,1092.0,79.0,1.0
35.0,450.0,63.0,0.0
34.0,0.0,78.0,1.0
26.0,1153.0,238.0,0.0
41.0,1680.0,76.0,0.0
40.0,36.0,240.0,0.0
41.0,618.0,1056.0,0.0
34.0,61.0,21.0,1.0
37.0,3315.0,820.0,0.0
34.0,412.0,164.0,1.0
34.0,645.0,420.0,1.0
26.0,203.0,104.0,0.0
41.0,1172.0,153.0,1.0
58.0,541.0,98.0,1.0
37.0,715.0,247.0,0.0
30.0,518.0,127.0,1.0
27.0,212.0,373.0,0.0
28.0,3412.0,22.0,0.0
28.0,442.0,474.0,0.0
38.0,807.0,74.0,0.0
47.0,3676.0,567.0,1.0
46.0,556.0,646.0,1.0
34.0,79.0,406.0,1.0
42.0,-396.0,80.0,1.0
47.0,1890.0,161.0,1.0
21.0,361.0,329.0,0.0
28.0,14.0,201.0,0.0
38.0,1449.0,535.0,1.0
29.0,534.0,382.0,0.0
36.0,491.0,103.0,1.0
46.0,-3.0,205.0,1.0
33.0,1158.0,25.0,1.0
36.0,1855.0,75.0,0.0
29.0,33.0,161.0,0.0
37.0,2317.0,114.0,0.0
32.0,1143.0,412.0,0.0
37.0,815.0,77.0,0.0
39.0,163.0,107.0,0.0
36.0,1281.0,119.0,0.0
44.0,178.0,126.0,1.0
35.0,1287.0,330.0,1.0
43.0,109.0,64.0,0.0
34.0,673.0,271.0,0.0
40.0,1832.0,213.0,1.0
42.0,-7.0,41.0,1.0
44.0,-1746.0,218.0,1.0
27.0,-1.0,60.0,0.0
34.0,524.0,9.0,0.0
29.0,145.0,105.0,0.0
41.0,744.0,125.0,1.0
44.0,1679.0,718.0,0.0
33.0,99.0,159.0,0.0
35.0,8883.0,33.0,1.0
28.0,225.0,866.0,1.0
30.0,363.0,171.0,0.0
51.0,307.0,65.0,1.0
52.0,2087.0,267.0,1.0
34.0,3050.0,469.0,1.0
32.0,0.0,9.0,0.0
33.0,804.0,266.0,1.0
28.0,416.0,452.0,0.0
46.0,834.0,196.0,0.0
41.0,2125.0,285.0,1.0
50.0,0.0,243.0,1.0
27.0,130.0,265.0,1.0
27.0,468.0,109.0,0.0
36.0,141.0,106.0,1.0
51.0,0.0,324.0,1.0
41.0,108.0,83.0,1.0
31.0,1545.0,207.0,1.0
27.0,-151.0,283.0,0.0
35.0,422.0,73.0,1.0
58.0,2729.0,188.0,1.0
36.0,0.0,108.0,0.0
50.0,1164.0,166.0,1.0
50.0,246.0,270.0,0.0
43.0,11269.0,92.0,0.0
54.0,310.0,526.0,1.0
